#group,false,false,true,true,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string
#default,mean,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,module
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T11:40:00Z,24.5010989010989,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T11:50:00Z,24.525714285714265,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T12:00:00Z,24.571698113207496,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T12:10:00Z,24.59999999999995,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T12:20:00Z,24.59999999999995,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T12:30:00Z,24.563207547169796,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T12:40:00Z,24.56380952380947,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T12:50:00Z,24.622857142857157,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T13:00:00Z,25.72820512820511,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T13:10:00Z,25.847706422018383,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T13:20:00Z,26.631481481481472,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T13:30:00Z,26.93669724770648,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T13:40:00Z,26.856250000000045,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T13:50:00Z,26.620588235294136,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T14:00:00Z,26.506422018348655,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T14:10:00Z,26.400000000000052,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T14:20:00Z,26.400000000000052,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T14:30:00Z,26.400000000000052,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T14:40:00Z,26.400000000000052,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T14:50:00Z,26.400000000000052,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T15:00:00Z,26.400000000000052,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T15:10:00Z,26.400000000000052,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T15:20:00Z,26.399082568807394,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T15:30:00Z,26.3583333333334,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T15:40:00Z,26.30550458715599,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T15:50:00Z,26.302777777777806,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T16:00:00Z,26.059259259259292,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T16:10:00Z,25.80000000000003,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T16:20:00Z,25.739814814814775,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T16:30:00Z,25.66880733944953,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T16:40:00Z,25.599999999999948,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T16:50:00Z,25.599999999999948,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T17:00:00Z,25.599999999999948,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T17:10:00Z,25.599082568807287,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T17:20:00Z,25.539814814814807,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T17:30:00Z,25.510091743119258,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T17:40:00Z,25.518446601941744,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T17:50:00Z,25.5,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T18:00:00Z,25.408333333333385,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T18:10:00Z,25.30363636363634,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T18:20:00Z,25.21333333333335,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T18:30:00Z,25.29449541284406,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T18:40:00Z,25.30462962962965,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T18:50:00Z,25.357798165137645,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T19:00:00Z,25.389814814814866,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T19:10:00Z,25.391743119266113,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T19:20:00Z,25.35833333333337,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T19:30:00Z,25.360550458715643,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T19:40:00Z,25.331481481481525,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T19:50:00Z,25.304587155963326,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T20:00:00Z,25.304629629629655,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T20:10:00Z,25.300925925925952,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T20:20:00Z,25.29908256880736,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T20:30:00Z,25.295370370370396,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T20:40:00Z,25.233944954128404,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T20:50:00Z,25.200925925925905,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T21:00:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T21:10:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T21:20:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T21:30:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T21:40:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T21:50:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T22:00:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T22:10:00Z,25.19537037037035,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T22:20:00Z,25.1018518518518,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T22:30:00Z,25.09908256880729,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T22:40:00Z,25.09999999999995,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T22:50:00Z,25.09999999999995,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T23:00:00Z,25.09999999999995,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T23:10:00Z,25.132110091743066,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T23:20:00Z,25.17314814814811,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T23:30:00Z,25.193069306930685,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T23:40:00Z,25.193333333333328,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-06-30T23:50:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T00:00:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T00:10:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T00:20:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T00:30:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T00:40:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T00:50:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T01:00:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T01:10:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T01:20:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T01:30:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T01:40:00Z,25.19907407407405,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T01:50:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T02:00:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T02:10:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T02:20:00Z,25.19907407407405,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T02:30:00Z,25.10925925925921,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T02:40:00Z,25.01651376146789,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T02:50:00Z,25.000925925925927,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T03:00:00Z,25.0825688073394,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T03:10:00Z,25.09999999999995,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T03:20:00Z,25.09999999999995,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T03:30:00Z,25.09999999999995,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T03:40:00Z,25.122018348623797,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T03:50:00Z,25.194444444444425,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T04:00:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T04:10:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T04:20:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T04:30:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T04:40:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T04:50:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T05:00:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T05:10:00Z,25.199999999999978,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T05:20:00Z,25.202777777777758,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T05:30:00Z,25.22385321100919,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T05:40:00Z,25.28611111111114,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T05:50:00Z,25.300000000000022,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T06:00:00Z,25.300000000000022,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T06:10:00Z,25.309174311926622,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T06:20:00Z,25.369444444444493,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T06:30:00Z,25.40000000000005,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T06:40:00Z,25.40000000000005,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T06:50:00Z,25.31944444444447,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T07:00:00Z,25.310091743119287,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T07:10:00Z,25.39351851851857,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T07:20:00Z,25.506315789473646,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T07:30:00Z,25.64220183486234,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T07:40:00Z,25.799074074074095,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T07:50:00Z,25.800000000000026,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T08:00:00Z,25.84770642201838,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T08:10:00Z,25.978703703703687,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T08:20:00Z,26.10183486238527,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T08:30:00Z,26.199999999999974,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T08:40:00Z,26.19999999999997,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T08:50:00Z,26.199999999999974,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T09:00:00Z,26.19999999999997,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T09:10:00Z,26.199999999999974,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T09:20:00Z,26.19999999999997,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T09:30:00Z,26.199999999999974,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T09:40:00Z,26.19908256880731,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T09:50:00Z,26.20185185185183,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T10:00:00Z,26.22314814814818,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T10:10:00Z,26.29724770642205,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T10:20:00Z,26.289814814814818,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T10:30:00Z,26.23119266055049,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T10:40:00Z,26.267708333333346,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T10:50:00Z,26.20000000000001,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T11:00:00Z,26.19999999999997,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T11:10:00Z,26.225925925925964,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T11:20:00Z,26.294495412844064,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T11:30:00Z,26.30000000000003,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T11:40:00Z,26.305555555555582,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T11:50:00Z,26.305504587155994,temperature,state,3138470D333731320078767D
,,0,2021-06-30T08:09:05.450289872Z,2021-07-02T08:09:05.450289872Z,2021-07-01T12:00:00Z,26.38571428571434,temperature,state,3138470D333731320078767D
